address,description,status,dns_name
10.103.0.21/28,sj-cji-fr-7 - idrac,active,sj-cji-fr-7.idrac.fr.c4m.tvvideoms.com
10.103.0.22/28,sj-cji-fr-5,active,sj-cji-fr-5.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.23/28,sj-cji-fr-5 - idrac,active,sj-cji-fr-5.idrac.fr.c4m.tvvideoms.com
10.103.0.24/28,sj-cji-fr-3,active,sj-cji-fr-3.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.25/28,sj-cji-fr-3 - idrac,active,sj-cji-fr-3.idrac.fr.c4m.tvvideoms.com
10.103.0.26/28,sj-mcs-fr-1,active,sj-mcs-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.27/28,sj-mcs-fr-1 - idrac,active,
10.103.0.28/28,sj-cji-fr-9,active,sj-cji-fr-9.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.29/28,sj-cji-fr-9 - idrac,active,sj-cji-fr-9.idrac.fr.c4m.tvvideoms.com
10.103.0.30/28,sj-cjilagardere-fr-1,active,sj-cjilagardere-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.65/28,vrrp,active,
10.103.0.66/28,ro-1,active,
10.103.0.67/28,ro-2,active,
10.103.0.68/28,sj-cji-fr-8,active,sj-cji-fr-8.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.69/28,sj-cji-fr-8 - idrac,active,
10.103.0.70/28,sj-cji-fr-2,active,
10.103.0.71/28,sj-cji-fr-2 - idrac,active,
10.103.0.74/28,sj-cji-fr-4,active,sj-cji-fr-4.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.81/28,sw-core-rmv-varp,active,
10.103.0.82/28,sw-core-rmv-1,active,
10.103.0.83/28,sw-core-rmv-2,active,
10.103.0.84/28,sj-cjigullipra-fr-1,active,sj-cjipragulli-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.85/28,sj-imd-fr-2,active,sj-imd-fr-2.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.86/28,sj-cjipraftv-fr-1,active,sj-cjipraftv-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.87/28,sj-42consulting-fr-1,active,sj-42consulting-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.88/28,sj-cjiprafmm-fr-1,active,sj-cjiprafmm-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.89/28,sj-canalsnl-fr-1,active,sj-canalsnl-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.90/28,sj-canalsnl-fr-2,active,sj-canalsnl-fr-2.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.91/28,sj-canalsnl-fr-3,active,sj-canalsnl-fr-3.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.92/28,sj-ocsmigration-fr-2,active,
10.103.0.93/28,sj-regiemcl1-fr-1,active,sj-regiemcl1-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.94/28,sj-ocsmigration-fr-1,active,
10.103.0.97/28,vrrp,active,
10.103.0.98/28,ro-1,active,
10.103.0.99/28,ro-2,active,
10.103.0.100/28,sj-orange-fr-1,active,
10.103.0.101/28,sj-orange-fr-1.idrac,active,sj-televista-fr-1.idrac.fr.c4m.tvvideoms.com
10.103.0.102/28,sj-orange-fr-2,active,
10.103.0.103/28,sj-orange-fr-2.idrac,active,
10.103.0.113/28,router,active,
10.103.0.116/28,sj-qbrick1-sw-1,active,sj-qbrick1-sw-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.117/28,sj-qbrick1-sw-1 - idrac,active,sj-qbrick1-sw-1.idrac.fr.c4m.tvvideoms.com
10.103.0.129/28,vrrp,active,
10.103.0.130/28,ro-la-1,active,
10.103.0.131/28,ro-la-2,active,
10.103.0.132/28,sj-srlla-us-1,active,sj-srlla-us-1.vrfrxtx.us.c4m.tvvideoms.com
10.103.0.133/28,sj-srlla-us-1 - idrac,active,
10.103.0.134/28,sj-srlla-us-2,active,sj-srlla-us-2.vrfrxtx.us.c4m.tvvideoms.com
10.103.0.135/28,sj-srlla-us-2 - idrac,active,
10.103.0.161/28,sw-core-itx2-varp,active,
10.103.0.162/28,sw-core-itx2-1,active,
10.103.0.163/28,sw-core-itx2-2,active,
10.103.0.164/28,sj-srlcap-fr-1,active,sj-srlcap-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.165/28,sj-srlcap-fr-2,active,sj-srlcap-fr-2.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.166/28,sj-srlcap-fr-3,active,sj-srlcap-fr-3.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.167/28,sj-srlcap-fr-4,active,sj-srlcap-fr-4.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.168/28,sj-cloud4media-fr-1,active,sj-cloud4media-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.169/28,sj-cloud4media-fr-2,active,sj-cloud4media-fr-2.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.170/28,sj-opmedia-fr-1,active,sj-opmedia-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.171/28,sj-nomalab-fr-1,active,sj-nomalab-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.172/28,sj-honeycomb-fr-1,active,
10.103.0.173/28,sj-sonygen-fr-1,active,sj-sonygen-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.174/28,sj-imd-fr-1,active,sj-imd-fr-1.vrfrxtx.fr.c4m.tvvideoms.com
10.103.0.177/28,ro-ivr-1,active,
10.103.0.178/28,ro-ivr-1,active,
10.103.0.179/28,ro-ivr-2,active,
10.103.0.180/28,sj-whatfilms-fr-1,active,
10.103.0.181/28,sj-whatfilms-fr-1 - idrac,active,
10.103.0.193/28,ro-ivr-1,active,
10.103.1.1/26,vrrp,active,
10.103.1.2/26,ro-1,active,
10.103.1.3/26,ro-2,active,
10.103.1.65/26,vrrp,active,
10.103.1.66/26,ro-1,active,
10.103.1.67/26,ro-2,active,
10.103.254.1/29,ro-rmv-1,active,
10.103.254.2/29,ro-rmv-2,active,
10.103.254.3/29,sw-core-rmv-1,active,
10.103.254.4/29,sw-core-rmv-2,active,
10.103.254.8/31,ro-osl1-2,active,
10.103.254.9/31,ro-sto2-2,active,
10.103.254.10/31,ro-cph1-1,active,
10.103.254.11/31,ro-sto1-1,active,
10.56.1.130/24,acces BMC Codeur #30 MENA,active,
10.56.1.201/24,acces BMC Halo #1,active,
10.56.3.2/24,Reserved Network,active,
10.56.3.3/24,Reserved Network,active,
10.56.4.2/25,Reserved,active,
10.56.4.3/25,Reserved,active,
10.56.4.129/25,cpe-th2-1,active,
10.56.4.130/25,Reserved,active,
10.56.4.131/25,Reserved,active,
10.56.4.132/25,SONDE-TH2,active,
10.56.5.11/24,vibe 11,active,
10.56.5.12/24,10.56.5.12/32,active,
10.56.5.13/24,10.56.5.13/32,active,
10.56.5.14/24,10.56.5.14/32,active,
10.56.5.15/24,10.56.5.15/32,active,
10.56.5.16/24,10.56.5.16/32,active,
10.56.5.21/24,10.56.5.21/32,active,
10.56.5.22/24,10.56.5.22/32,active,
10.56.5.23/24,10.56.5.23/32,active,
10.56.5.24/24,10.56.5.24/32,active,
10.56.5.25/24,10.56.5.25/32,active,
10.56.5.26/24,10.56.5.26/32,active,
10.56.5.31/24,10.56.5.31/32,active,
10.56.5.32/24,10.56.5.32/32,active,
10.56.5.33/24,10.56.5.33/32,active,
10.56.5.34/24,10.56.5.34/32,active,
10.56.5.35/24,10.56.5.35/32,active,
10.56.5.36/24,10.56.5.36/32,active,
10.56.5.41/24,10.56.5.41/32,active,
10.56.5.43/24,10.56.5.43/32,active,
10.56.5.44/24,10.56.5.44/32,active,
10.56.5.45/24,10.56.5.45/32,active,
10.56.5.46/24,10.56.5.46/32,active,
10.56.5.51/24,10.56.5.51/32,active,
10.56.5.53/24,10.56.5.53/32,active,
10.56.5.54/24,10.56.5.54/32,active,
10.56.5.56/24,10.56.5.56/32,active,
10.56.5.149/24,10.56.5.149/32,active,
10.56.5.152/24,10.56.5.152/32,active,
10.56.5.221/24,10.56.5.221/32,active,
10.56.6.201/24,Star24_wrap2.arkena.com,active,
10.56.6.221/24,Star24_wrap1.arkena.com,active,
10.56.8.254/24,ro-ivry-1,active,
10.56.10.38/24,IpPlay 8,active,main-8.ipplay.iptv.tvvideoms.com
10.56.10.39/24,IpPlay 9,active,main-9.ipplay.iptv.tvvideoms.com
10.56.10.138/24,IpPlay 8b,active,bck-8.ipplay.iptv.tvvideoms.com
10.56.10.139/24,IpPlay 9b,active,bck-9.ipplay.iptv.tvvideoms.com
10.56.11.31/24,IpPlay 1,active,
10.56.11.32/24,IpPlay 2,active,
10.56.11.33/24,IpPlay 3,active,
10.56.11.34/24,IpPlay 4,active,
10.56.11.35/24,IpPlay 5,active,
10.56.11.36/24,IpPlay 6,active,
10.56.11.37/24,IpPlay 7,active,
10.56.11.38/24,IpPlay 8,active,
10.56.11.39/24,IpPlay 9,active,
10.56.11.40/24,IpPlay 10,active,
10.56.11.131/24,IpPlay 1b,active,
10.56.11.132/24,IpPlay 2b,active,
10.56.11.133/24,IpPlay 3b,active,
10.56.11.134/24,IpPlay 4b,active,
10.56.11.135/24,IpPlay 5b,active,
10.56.11.136/24,IpPlay 6b,active,
10.56.11.137/24,IpPlay 7b,active,
10.56.11.138/24,IpPlay 8b,active,
10.56.11.139/24,IpPlay 9b,active,
10.56.11.140/24,IpPlay 10b,active,
10.56.12.200/24,poller poc,active,
10.56.255.10/29,ro-itx2-2,active,
10.8.2.2/24,storage-dmz.cpw.arkena.com,active,storage-dmz.cpw.tvvideoms.com
10.8.3.10/24,master.cpw.arkena.com,active,master.cpw.tvvideoms.com
10.8.3.21/24,ftp-tf1ops-1.cpw.arkena.com,active,ftp-tf1ops-1.cpw.tvvideoms.com
10.8.3.22/24,dgw-tf1ops-1.cpw.arkena.com,active,dgw-tf1ops-1.cpw.tvvideoms.com
10.8.5.30/24,data-mover-1.vms2.arkena.com,active,
10.8.5.31/24,data-mover-2.vms2.arkena.com,active,
10.8.5.70/24,cust-watermarking.vms2.arkena.com,active,
10.37.2.30/24,elastic-01.tools.transform.arkena.com,active,elastic-01.tools.transform.tvvideoms.com
10.37.2.220/24,zbx-pxy-01.tools.transform.arkena.com,active,
10.37.5.201/24,storage-01.transco.media.arkena.net,active,storage-01.transco.transform.tvvideoms.com
10.37.5.220/24,zbx-pxy-01.tools.transform.arkena.com,active,
10.37.5.249/24,deploy.tools.transform.arkena.com,active,
10.37.5.250/24,ad-01.media.tvvideoms.com,active,
10.37.5.251/24,ad-02.media.tvvideoms.com,active,
10.37.6.135/25,tf1-bdk-01.storeadm.media.arkena.com,active,tf1-bdk-01.storeadm.media.tvvideoms.com
10.37.6.136/25,tf1-bdk-02.storeadm.media.arkena.com,active,tf1-bdk-02.storeadm.media.tvvideoms.com
10.37.6.137/25,tf1-fxp-01.storeadm.media.arkena.com,active,tf1-fxp-01.storeadm.media.tvvideoms.com
10.37.6.138/25,tf1-fxp-02.storeadm.media.arkena.com,active,tf1-fxp-02.storeadm.media.tvvideoms.com
10.37.7.4/25,fw-int-01.dmz.media.tvvideoms.com,active,
10.37.7.5/25,fw-int-02.dmz.media.tvvideoms.com,active,
10.37.7.10/25,fw-int-vip.dmz.media.tvvideoms.com,active,
10.37.11.10/24,VIP VRRP,active,front-a.karajan.transform.c4m.tvvideoms.com
10.37.11.11/24,front-a-1.karajan.transform.c4m.arkena.com,active,front-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.12/24,front-a-2.karajan.transform.c4m.arkena.com,active,front-a-2.karajan.transform.c4m.tvvideoms.com
10.37.11.21/24,queue-a-1.karajan.transform.c4m.arkena.com,active,queue-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.22/24,queue-a-2.karajan.transform.c4m.arkena.com,active,queue-a-2.karajan.transform.c4m.tvvideoms.com
10.37.11.23/24,queue-a-3.karajan.transform.c4m.arkena.com,active,queue-a-3.karajan.transform.c4m.tvvideoms.com
10.37.11.30/24,api-a-1.karajan.transform.c4m.arkena.com,active,api-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.31/24,api-a-2.karajan.transform.c4m.arkena.com,active,api-a-2.karajan.transform.c4m.tvvideoms.com
10.37.11.40/24,storage-a-1.karajan.transform.c4m.arkena.com,active,storage-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.50/24,worker-a-1.karajan.transform.c4m.arkena.com,active,worker-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.51/24,worker-a-2.karajan.transform.c4m.arkena.com,active,worker-a-2.karajan.transform.c4m.tvvideoms.com
10.37.11.52/24,worker-a-3.karajan.transform.c4m.arkena.com,active,worker-a-3.karajan.transform.c4m.tvvideoms.com
10.37.11.53/24,worker-a-4.karajan.transform.c4m.arkena.com,active,worker-a-4.karajan.transform.c4m.tvvideoms.com
10.37.11.54/24,worker-a-5.karajan.transform.c4m.arkena.com,active,worker-a-5.karajan.transform.c4m.tvvideoms.com
10.37.11.55/24,worker-a-6.karajan.transform.c4m.arkena.com,active,worker-a-6.karajan.transform.c4m.tvvideoms.com
10.37.11.56/24,worker-a-7.karajan.transform.c4m.arkena.com,active,worker-a-7.karajan.transform.c4m.tvvideoms.com
10.37.11.57/24,worker-a-8.karajan.transform.c4m.arkena.com,active,worker-a-8.karajan.transform.c4m.tvvideoms.com
10.37.11.58/24,worker-a-9.karajan.transform.c4m.arkena.com,active,worker-a-9.karajan.transform.c4m.tvvideoms.com
10.37.11.59/24,worker-a-10.karajan.transform.c4m.arkena.com,active,worker-a-10.karajan.transform.c4m.tvvideoms.com
10.37.11.60/24,worker-a-11.karajan.transform.c4m.arkena.com,active,worker-a-11.karajan.transform.c4m.tvvideoms.com
10.37.11.61/24,worker-a-12.karajan.transform.c4m.arkena.com,active,worker-a-12.karajan.transform.c4m.tvvideoms.com
10.37.11.62/24,worker-a-13.karajan.transform.c4m.arkena.com,active,worker-a-13.karajan.transform.c4m.tvvideoms.com
10.37.11.63/24,worker-a-14.karajan.transform.c4m.arkena.com,active,worker-a-14.karajan.transform.c4m.tvvideoms.com
10.37.11.64/24,worker-a-15.karajan.transform.c4m.arkena.com,active,worker-a-15.karajan.transform.c4m.tvvideoms.com
10.37.11.65/24,worker-a-16.karajan.transform.c4m.arkena.com,active,worker-a-16.karajan.transform.c4m.tvvideoms.com
10.37.11.66/24,worker-a-17.karajan.transform.c4m.arkena.com,active,worker-a-17.karajan.transform.c4m.tvvideoms.com
10.37.11.67/24,worker-a-18.karajan.transform.c4m.arkena.com,active,worker-a-18.karajan.transform.c4m.tvvideoms.com
10.37.11.68/24,worker-a-19.karajan.transform.c4m.arkena.com,active,worker-a-19.karajan.transform.c4m.tvvideoms.com
10.37.11.69/24,worker-a-20.karajan.transform.c4m.arkena.com,active,worker-a-20.karajan.transform.c4m.tvvideoms.com
10.37.11.70/24,worker-a-21.karajan.transform.c4m.arkena.com (database),active,worker-a-21.karajan.transform.c4m.tvvideoms.com
10.37.11.80/24,winworker-1.karajan.transform.c4m.arkena.com,active,winworker-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.81/24,winworker-2.karajan.transform.c4m.arkena.com,active,winworker-a-2.karajan.transform.c4m.tvvideoms.com
10.37.11.82/24,winworker-3.karajan.transform.c4m.arkena.com,active,winworker-a-3.karajan.transform.c4m.tvvideoms.com
10.37.11.83/24,winworker-4.karajan.transform.c4m.arkena.com,active,winworker-a-4.karajan.transform.c4m.tvvideoms.com
10.37.11.90/24,deploy-1.karajan.transform.c4m.arkena.com,active,deploy-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.205/24,log-a-1.karajan.transform.c4m.arkena.com,active,log-a-1.karajan.transform.c4m.tvvideoms.com
10.37.11.206/24,es-a-1.karajan.transform.c4m.arkena.com,active,es-a-1.karajan.transform.c4m.tvvideoms.com
10.37.12.50/24,storage-1.prod.karajan.media.tvvideoms.com,active,storage-1.prod.karajan.media.tvvideoms.com
10.37.16.1/25,Gateway,active,
10.37.16.2/25,VRF Router 1,active,
10.37.16.3/25,VRF Router 2,active,
10.37.16.4/25,deploy-pp-1.store.karajan.transform.c4m.arkena.com,active,deploy-pp-1.store.karajan.transform.c4m.arkena
10.37.16.5/25,api-pp-1.store.karajan.transform.c4m.arkena.com,active,api-pp-1.store.karajan.transform.c4m.arkena
10.37.16.6/25,api-pp-2.store.karajan.transform.c4m.arkena.com,active,api-pp-2.store.karajan.transform.c4m.arkena
10.37.16.7/25,worker-pp-1.store.karajan.transform.c4m.arkena.com,active,worker-pp-1.store.karajan.transform.c4m.arkena
10.37.16.8/25,worker-pp-2.store.karajan.transform.c4m.arkena.com,active,worker-pp-2.store.karajan.transform.c4m.arkena
10.37.16.9/25,worker-pp-3.store.karajan.transform.c4m.arkena.com,active,worker-pp-3.store.karajan.transform.c4m.arkena
10.37.16.10/25,worker-pp-4.store.karajan.transform.c4m.arkena.com,active,worker-pp-4.store.karajan.transform.c4m.arkena
10.37.16.11/25,worker-pp-5.store.karajan.transform.c4m.arkena.com,active,worker-pp-5.store.karajan.transform.c4m.arkena
10.37.16.12/25,worker-pp-6.store.karajan.transform.c4m.arkena.com,active,worker-pp-6.store.karajan.transform.c4m.arkena
10.37.16.13/25,worker-pp-7.store.karajan.transform.c4m.arkena.com,active,worker-pp-7.store.karajan.transform.c4m.arkena
10.37.16.14/25,worker-pp-8.store.karajan.transform.c4m.arkena.com,active,worker-pp-8.store.karajan.transform.c4m.arkena
10.37.16.15/25,worker-pp-9.store.karajan.transform.c4m.arkena.com,active,worker-pp-9.store.karajan.transform.c4m.arkena
10.37.16.16/25,worker-pp-10.store.karajan.transform.c4m.arkena.com,active,worker-pp-10.store.karajan.transform.c4m.arkena
10.37.16.17/25,worker-pp-11.store.karajan.transform.c4m.arkena.com,active,worker-pp-11.store.karajan.transform.c4m.arkena
10.37.16.18/25,worker-pp-12.store.karajan.transform.c4m.arkena.com,active,worker-pp-12.store.karajan.transform.c4m.arkena
10.37.16.19/25,worker-pp-13.store.karajan.transform.c4m.arkena.com,active,worker-pp-13.store.karajan.transform.c4m.arkena
10.37.16.20/25,worker-pp-14.store.karajan.transform.c4m.arkena.com,active,worker-pp-14.store.karajan.transform.c4m.arkena
10.37.16.21/25,worker-pp-15.store.karajan.transform.c4m.arkena.com,active,worker-pp-15.store.karajan.transform.c4m.arkena
10.37.16.22/25,worker-pp-16.store.karajan.transform.c4m.arkena.com,active,worker-pp-16.store.karajan.transform.c4m.arkena
10.37.16.100/25,fw-int-vip.dmz.media.arkena.com,active,
10.37.16.101/25,fw-int-01.dmz.media.arkena.com,active,
10.37.16.102/25,fw-int-02.dmz.media.arkena.com,active,
10.37.16.129/25,Gateway,active,
10.37.16.130/25,VRF Router 1,active,
10.37.16.131/25,VRF Router 2,active,
10.37.16.133/25,api-1.prod.karajan.store.tvvideoms.com,active,
10.37.16.134/25,api-2.prod.karajan.store.tvvideoms.com,active,
10.37.16.135/25,worker-1.prod.karajan.store.tvvideoms.com,active,
10.37.16.136/25,worker-2.prod.karajan.store.tvvideoms.com,active,
10.37.16.137/25,worker-3.prod.karajan.store.tvvideoms.com,active,
10.37.16.138/25,worker-4.prod.karajan.store.tvvideoms.com,active,
10.37.16.139/25,worker-5.prod.karajan.store.tvvideoms.com,active,
10.37.16.140/25,worker-6.prod.karajan.store.tvvideoms.com,active,
10.37.16.141/25,worker-7.prod.karajan.store.tvvideoms.com,active,
10.37.16.142/25,worker-8.prod.karajan.store.tvvideoms.com,active,
10.37.16.143/25,worker-9.prod.karajan.store.tvvideoms.com,active,
10.37.16.144/25,worker-10.prod.karajan.store.tvvideoms.com,active,
10.37.16.145/25,worker-11.prod.karajan.store.tvvideoms.com,active,
10.37.16.146/25,worker-12.prod.karajan.store.tvvideoms.com,active,
10.37.16.147/25,worker-13.prod.karajan.store.tvvideoms.com,active,
10.37.16.148/25,worker-14.prod.karajan.store.tvvideoms.com,active,
10.37.16.149/25,worker-15.prod.karajan.store.tvvideoms.com,active,
10.37.16.171/25,winworker-1.prod.karajan.store.tvvideoms.com,active,
10.37.16.172/25,winworker-2.prod.karajan.store.tvvideoms.com,active,
10.37.16.173/25,winworker-3.prod.karajan.store.tvvideoms.com,active,
10.37.16.174/25,winworker-4.prod.karajan.store.tvvideoms.com,active,
10.37.16.181/25,deploy-1.prod.karajan.store.tvvideoms.com,active,
10.37.17.1/24,Gateway,active,
10.37.17.2/24,VRF Router 1,active,
10.37.17.3/24,VRF Router 2,active,
10.37.17.4/24,deploy-1.store.karajan.transform.c4m.arkena.com,active,deploy-1.store.karajan.transform.c4m.arkena
10.37.17.5/24,api-a-1.store.karajan.transform.c4m.arkena.com,active,api-a-1.store.karajan.transform.c4m.arkena
10.37.17.6/24,api-a-2.store.karajan.transform.c4m.arkena.com,active,api-a-2.store.karajan.transform.c4m.arkena
10.37.17.7/24,worker-a-1.store.karajan.transform.c4m.arkena.com,active,worker-a-1.store.karajan.transform.c4m.arkena
10.37.17.8/24,worker-a-2.store.karajan.transform.c4m.arkena.com,active,worker-a-2.store.karajan.transform.c4m.arkena
10.37.17.9/24,worker-a-3.store.karajan.transform.c4m.arkena.com,active,worker-a-3.store.karajan.transform.c4m.arkena
10.37.17.10/24,worker-a-4.store.karajan.transform.c4m.arkena.com,active,worker-a-4.store.karajan.transform.c4m.arkena
10.37.17.11/24,worker-a-5.store.karajan.transform.c4m.arkena.com,active,worker-a-5.store.karajan.transform.c4m.arkena
10.37.17.12/24,worker-a-6.store.karajan.transform.c4m.arkena.com,active,worker-a-6.store.karajan.transform.c4m.arkena
10.37.17.13/24,worker-a-7.store.karajan.transform.c4m.arkena.com,active,worker-a-7.store.karajan.transform.c4m.arkena
10.37.17.14/24,worker-a-8.store.karajan.transform.c4m.arkena.com,active,worker-a-8.store.karajan.transform.c4m.arkena
10.37.17.15/24,worker-a-9.store.karajan.transform.c4m.arkena.com,active,worker-a-9.store.karajan.transform.c4m.arkena
10.37.17.16/24,worker-a-10.store.karajan.transform.c4m.arkena.com,active,worker-a-10.store.karajan.transform.c4m.arkena
10.37.17.17/24,worker-a-11.store.karajan.transform.c4m.arkena.com,active,worker-a-11.store.karajan.transform.c4m.arkena
10.37.17.18/24,worker-a-12.store.karajan.transform.c4m.arkena.com,active,worker-a-12.store.karajan.transform.c4m.arkena
10.37.17.19/24,worker-a-13.store.karajan.transform.c4m.arkena.com,active,worker-a-13.store.karajan.transform.c4m.arkena
10.37.17.20/24,worker-a-14.store.karajan.transform.c4m.arkena.com,active,worker-a-14.store.karajan.transform.c4m.arkena
10.37.17.21/24,worker-a-15.store.karajan.transform.c4m.arkena.com,active,worker-a-15.store.karajan.transform.c4m.arkena
10.37.17.22/24,worker-a-16.store.karajan.transform.c4m.arkena.com,active,worker-a-16.store.karajan.transform.c4m.arkena
10.37.17.23/24,worker-a-17.store.karajan.transform.c4m.arkena.com,active,worker-a-17.store.karajan.transform.c4m.arkena
10.37.17.24/24,worker-a-18.store.karajan.transform.c4m.arkena.com,active,worker-a-18.store.karajan.transform.c4m.arkena
10.37.17.25/24,worker-a-19.store.karajan.transform.c4m.arkena.com,active,worker-a-19.store.karajan.transform.c4m.arkena
10.37.17.26/24,worker-a-20.store.karajan.transform.c4m.arkena.com,active,worker-a-20.store.karajan.transform.c4m.arkena
10.37.19.1/25,Gateway,active,
10.37.19.2/25,VRF Router 1,active,
10.37.19.3/25,VRF Router 2,active,
10.37.19.4/25,tf1-archive.nas-ces.store.tvvideoms.com,active,
10.37.19.129/29,Virtual IP - Interco NI-33_NI-34 - ITX,active,
10.37.19.130/29,Router 1 - Interco NI-33_NI-34 - ITX,active,
10.37.19.131/29,Router 2 - Interco NI-33_NI-34 - ITX,active,
10.37.19.132/29,Virtual IP - Interco NI-34_NI-33 - RMV,active,
10.37.19.133/29,Router 1 - Interco NI-34_NI-33 - RMV,active,
10.37.19.134/29,Router 2 - Interco NI-34_NI-33 - RMV,active,
10.37.19.137/29,NI-33 - Gateway,active,
10.37.19.138/29,NI-33 - VRF Router 1,active,
10.37.19.139/29,NI-33 - VRF Router 2,active,
10.37.19.145/29,NI-34 - Gateway,active,
10.37.19.146/29,NI-34 - VRF Router 1,active,
10.37.19.147/29,NI-34 - VRF Router 2,active,
10.37.19.193/28,Virtual IP,active,
10.37.19.194/28,Router 1,active,
10.37.19.195/28,Router 2,active,
10.37.19.196/28,dgw-tf1.preprod.bpm.store.tvvideoms.com,active,
10.37.19.197/28,dgw-tf1.prod.bpm.store.tvvideoms.com,active,
10.37.20.1/25,Gateway,active,
10.37.20.2/25,VRF Router 1,active,
10.37.20.3/25,VRF Router 2,active,
10.37.20.13/25,tf1-bdk-vip.store.media.arkena.com,active,tf1-bdk-vip.store.media.tvvideoms.com
10.37.20.14/25,tf1-bdk-01.store.media.arkena.com,active,tf1-bdk-01.store.media.tvvideoms.com
10.37.20.15/25,tf1-bdk-02.store.media.arkena.com,active,tf1-bdk-02.store.media.tvvideoms.com
10.37.20.16/25,tf1-fxp-vip.store.media.arkena.com,active,tf1-fxp-vip.store.media.tvvideoms.com
10.37.20.17/25,tf1-fxp-01.store.media.arkena.com,active,tf1-fxp-01.store.media.tvvideoms.com
10.37.20.18/25,tf1-fxp-02.store.media.arkena.com,active,tf1-fxp-02.store.media.tvvideoms.com
10.37.20.129/25,VRF VIP - Gateway,active,
10.37.20.130/25,VRF Router 1,active,
10.37.20.131/25,VRF Router 2,active,
10.37.20.132/25,manager-01.ateme.transco.store.tvvideoms.com,active,
10.37.20.133/25,manager-02.ateme.transco.store.tvvideoms.com,active,
10.37.20.141/25,worker-01.ateme.transco.store.tvvideoms.com,active,
10.37.20.142/25,worker-02.ateme.transco.store.tvvideoms.com,active,
10.37.20.143/25,worker-03.ateme.transco.store.tvvideoms.com,active,
10.37.20.144/25,worker-04.ateme.transco.store.tvvideoms.com,active,
10.37.20.145/25,worker-05.ateme.transco.store.tvvideoms.com,active,
10.37.20.146/25,worker-06.ateme.transco.store.tvvideoms.com,active,
10.37.20.151/25,ENGINE_LCP_1,active,
10.37.20.252/25,fw-int-1.store.media.arkena.com,active,fw-int-1.store.media.tvvideoms.com
10.37.20.253/25,fw-int-2.store.media.arkena.com,active,fw-int-2.store.media.tvvideoms.com
10.37.20.254/25,fw-int-vip.store.media.arkena.com,active,fw-int-vip.media.tvvideoms.com
10.37.22.2/28,wf-01.preprod.vms.transform.arkena.com,active,
10.37.22.3/28,data-mover-01.preprod.vms.transform.arkena.com,active,
10.37.22.6/28,storage-01.transform.arkena.com,active,
10.37.22.18/28,wf-01.prod.vms.transform.arkena.com,active,
10.37.22.19/28,wf-02.prod.vms.transform.arkena.com,active,
10.37.22.20/28,data-mover-01.prod.vms.transform.arkena.com,active,
10.37.22.21/28,data-mover-02.prod.vms.transform.arkena.com,active,
10.37.22.22/28,storage-01.transform.arkena.com,active,
10.37.34.49/28,Gateway-VIP,active,
10.37.34.50/28,FW-1,active,
10.37.34.51/28,FW-2,active,
10.37.34.52/28,Acteur-Diva-1,active,
10.37.34.53/28,Acteur-Diva-2,active,
10.37.34.54/28,Acteur-Diva-3,active,
10.37.34.55/28,Acteur-Diva-4,active,
10.37.34.56/28,Acteur-Diva-5,active,
10.37.34.57/28,Acteur-Diva-6,active,
10.37.34.65/29,Gateway,active,
10.37.34.66/29,PROD-LCP-FRONT,active,
10.37.203.29/24,storage-1.preprod.karajan.media.tvvideoms.com,active,storage-pp-1.karajan.transform.c4m.tvvideoms.com
172.16.3.3/24,data-mover01.dcm.prod.cji.fr,active,
